"","CRITERIA","PAIN_CAT","ICD_VERSION","ICD9_OR_10","ICD_DESC"
"213","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M02321","Reiter's disease, right elbow"
"214","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M02322","Reiter's disease, left elbow"
"215","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M02329","Reiter's disease, unspecified elbow"
"216","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M02331","Reiter's disease, right wrist"
"217","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M02332","Reiter's disease, left wrist"
"218","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M02339","Reiter's disease, unspecified wrist"
"219","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M02341","Reiter's disease, right hand"
"220","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M02342","Reiter's disease, left hand"
"221","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M02349","Reiter's disease, unspecified hand"
"222","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M02351","Reiter's disease, right hip"
"223","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M02352","Reiter's disease, left hip"
"224","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M02359","Reiter's disease, unspecified hip"
"225","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M02361","Reiter's disease, right knee"
"226","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M02362","Reiter's disease, left knee"
"227","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M02369","Reiter's disease, unspecified knee"
"228","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M02371","Reiter's disease, right ankle and foot"
"229","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M02372","Reiter's disease, left ankle and foot"
"230","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M02379","Reiter's disease, unspecified ankle and foot"
"231","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M0238","Reiter's disease, vertebrae"
"232","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M0239","Reiter's disease, multiple sites"
"233","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M0280","Other reactive arthropathies, unspecified site"
"234","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M02811","Other reactive arthropathies, right shoulder"
"235","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M02812","Other reactive arthropathies, left shoulder"
"236","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M02819","Other reactive arthropathies, unspecified shoulder"
"237","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M02821","Other reactive arthropathies, right elbow"
"238","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M02822","Other reactive arthropathies, left elbow"
"239","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M02829","Other reactive arthropathies, unspecified elbow"
"240","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M02831","Other reactive arthropathies, right wrist"
"241","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M02832","Other reactive arthropathies, left wrist"
"242","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M02839","Other reactive arthropathies, unspecified wrist"
"243","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M02841","Other reactive arthropathies, right hand"
"244","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M02842","Other reactive arthropathies, left hand"
"245","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M02849","Other reactive arthropathies, unspecified hand"
"246","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M02851","Other reactive arthropathies, right hip"
"247","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M02852","Other reactive arthropathies, left hip"
"248","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M02859","Other reactive arthropathies, unspecified hip"
"249","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M02861","Other reactive arthropathies, right knee"
"250","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M02862","Other reactive arthropathies, left knee"
"251","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M02869","Other reactive arthropathies, unspecified knee"
"252","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M02871","Other reactive arthropathies, right ankle and foot"
"253","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M02872","Other reactive arthropathies, left ankle and foot"
"254","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M02879","Other reactive arthropathies, unspecified ankle and foot"
"255","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M0288","Other reactive arthropathies, vertebrae"
"256","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M0289","Other reactive arthropathies, multiple sites"
"257","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M029","Reactive arthropathy, unspecified"
"258","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M042","Cryopyrin-associated periodic syndromes"
"259","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M048","Other autoinflammatory syndromes"
"260","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M049","Autoinflammatory syndrome, unspecified"
"261","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M0500","Felty's syndrome, unspecified site"
"262","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M05011","Felty's syndrome, right shoulder"
"263","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M05012","Felty's syndrome, left shoulder"
"264","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M05019","Felty's syndrome, unspecified shoulder"
"265","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M05021","Felty's syndrome, right elbow"
"266","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M05022","Felty's syndrome, left elbow"
"267","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M05029","Felty's syndrome, unspecified elbow"
"268","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M05031","Felty's syndrome, right wrist"
"269","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M05032","Felty's syndrome, left wrist"
"270","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M05039","Felty's syndrome, unspecified wrist"
"271","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M05041","Felty's syndrome, right hand"
"272","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M05042","Felty's syndrome, left hand"
"273","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M05049","Felty's syndrome, unspecified hand"
"274","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M05051","Felty's syndrome, right hip"
"275","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M05052","Felty's syndrome, left hip"
"276","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M05059","Felty's syndrome, unspecified hip"
"277","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M05061","Felty's syndrome, right knee"
"278","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M05062","Felty's syndrome, left knee"
"279","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M05069","Felty's syndrome, unspecified knee"
"280","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M05071","Felty's syndrome, right ankle and foot"
"281","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M05072","Felty's syndrome, left ankle and foot"
"282","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M05079","Felty's syndrome, unspecified ankle and foot"
"283","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M0509","Felty's syndrome, multiple sites"
"284","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M0510","Rheumatoid lung disease with rheumatoid arthritis of unspecified site"
"285","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M05111","Rheumatoid lung disease with rheumatoid arthritis of right shoulder"
"286","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M05112","Rheumatoid lung disease with rheumatoid arthritis of left shoulder"
"287","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M05119","Rheumatoid lung disease with rheumatoid arthritis of unspecified shoulder"
"288","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M05121","Rheumatoid lung disease with rheumatoid arthritis of right elbow"
"289","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M05122","Rheumatoid lung disease with rheumatoid arthritis of left elbow"
"290","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M05129","Rheumatoid lung disease with rheumatoid arthritis of unspecified elbow"
"291","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M05131","Rheumatoid lung disease with rheumatoid arthritis of right wrist"
"292","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M05132","Rheumatoid lung disease with rheumatoid arthritis of left wrist"
"293","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M05139","Rheumatoid lung disease with rheumatoid arthritis of unspecified wrist"
"294","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M05141","Rheumatoid lung disease with rheumatoid arthritis of right hand"
"295","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M05142","Rheumatoid lung disease with rheumatoid arthritis of left hand"
"296","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M05149","Rheumatoid lung disease with rheumatoid arthritis of unspecified hand"
"297","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M05151","Rheumatoid lung disease with rheumatoid arthritis of right hip"
"298","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M05152","Rheumatoid lung disease with rheumatoid arthritis of left hip"
"299","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M05159","Rheumatoid lung disease with rheumatoid arthritis of unspecified hip"
"300","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M05161","Rheumatoid lung disease with rheumatoid arthritis of right knee"
"301","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M05162","Rheumatoid lung disease with rheumatoid arthritis of left knee"
"302","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M05169","Rheumatoid lung disease with rheumatoid arthritis of unspecified knee"
"303","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M05171","Rheumatoid lung disease with rheumatoid arthritis of right ankle and foot"
"304","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M05172","Rheumatoid lung disease with rheumatoid arthritis of left ankle and foot"
"305","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M05179","Rheumatoid lung disease with rheumatoid arthritis of unspecified ankle and foot"
"306","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M0519","Rheumatoid lung disease with rheumatoid arthritis of multiple sites"
"307","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M0520","Rheumatoid vasculitis with rheumatoid arthritis of unspecified site"
"308","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M05211","Rheumatoid vasculitis with rheumatoid arthritis of right shoulder"
"309","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M05212","Rheumatoid vasculitis with rheumatoid arthritis of left shoulder"
"310","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M05219","Rheumatoid vasculitis with rheumatoid arthritis of unspecified shoulder"
"311","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M05221","Rheumatoid vasculitis with rheumatoid arthritis of right elbow"
"312","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M05222","Rheumatoid vasculitis with rheumatoid arthritis of left elbow"
"313","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M05229","Rheumatoid vasculitis with rheumatoid arthritis of unspecified elbow"
"314","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M05231","Rheumatoid vasculitis with rheumatoid arthritis of right wrist"
"315","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M05232","Rheumatoid vasculitis with rheumatoid arthritis of left wrist"
"316","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M05239","Rheumatoid vasculitis with rheumatoid arthritis of unspecified wrist"
"317","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M05241","Rheumatoid vasculitis with rheumatoid arthritis of right hand"
"318","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M05242","Rheumatoid vasculitis with rheumatoid arthritis of left hand"
"319","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M05249","Rheumatoid vasculitis with rheumatoid arthritis of unspecified hand"
"320","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M05251","Rheumatoid vasculitis with rheumatoid arthritis of right hip"
"321","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M05252","Rheumatoid vasculitis with rheumatoid arthritis of left hip"
"322","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M05259","Rheumatoid vasculitis with rheumatoid arthritis of unspecified hip"
"323","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M05261","Rheumatoid vasculitis with rheumatoid arthritis of right knee"
"324","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M05262","Rheumatoid vasculitis with rheumatoid arthritis of left knee"
"325","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M05269","Rheumatoid vasculitis with rheumatoid arthritis of unspecified knee"
"326","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M05271","Rheumatoid vasculitis with rheumatoid arthritis of right ankle and foot"
"327","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M05272","Rheumatoid vasculitis with rheumatoid arthritis of left ankle and foot"
"328","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M05279","Rheumatoid vasculitis with rheumatoid arthritis of unspecified ankle and foot"
"329","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M0529","Rheumatoid vasculitis with rheumatoid arthritis of multiple sites"
"330","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M0530","Rheumatoid heart disease with rheumatoid arthritis of unspecified site"
"331","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M05311","Rheumatoid heart disease with rheumatoid arthritis of right shoulder"
"332","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M05312","Rheumatoid heart disease with rheumatoid arthritis of left shoulder"
"333","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M05319","Rheumatoid heart disease with rheumatoid arthritis of unspecified shoulder"
"334","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M05321","Rheumatoid heart disease with rheumatoid arthritis of right elbow"
"335","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M05322","Rheumatoid heart disease with rheumatoid arthritis of left elbow"
"336","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M05329","Rheumatoid heart disease with rheumatoid arthritis of unspecified elbow"
"337","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M05331","Rheumatoid heart disease with rheumatoid arthritis of right wrist"
"338","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"M05332","Rheumatoid heart disease with rheumatoid arthritis of left wrist"
